level,topic,title,dialogue_line
hard,bank,9. Canceling a Check,How much?
hard,bank,9. Canceling a Check,I wrote the check out for $150.
hard,bank,9. Canceling a Check,What were you supposed to write it out for?
hard,bank,9. Canceling a Check,I was supposed to write the check out for $100.
hard,bank,9. Canceling a Check,I'll just cancel it for you right now.
hard,bank,9. Canceling a Check,That's great. You're a lifesaver.
hard,bank,9. Canceling a Check,How's it going?
hard,bank,9. Canceling a Check,Great. Thank you.
hard,bank,9. Canceling a Check,What can I help you with?
hard,bank,9. Canceling a Check,I need to cancel a check.
hard,bank,9. Canceling a Check,What's wrong with the check?
hard,bank,9. Canceling a Check,I accidentally wrote the check for too much.
hard,bank,9. Canceling a Check,How much did you write the check for?
hard,bank,9. Canceling a Check,The check was written for $150.
hard,bank,9. Canceling a Check,How much were you supposed to write it for?
hard,bank,9. Canceling a Check,I needed to write it for $100.
hard,bank,9. Canceling a Check,I can cancel it for you right now.
hard,bank,9. Canceling a Check,Thank you so much.
hard,bank,. Using the ATM,I need to use the ATM.
hard,bank,. Using the ATM,What's stopping you?
hard,bank,. Using the ATM,I'm not sure how.
hard,bank,. Using the ATM,I don't understand.
hard,bank,. Using the ATM,I've never used one before.
hard,bank,. Using the ATM,I can help you figure it out.
hard,bank,. Using the ATM,What do I have to do?
hard,bank,. Using the ATM,Slide your card into the machine.
hard,bank,. Using the ATM,Then what?
hard,bank,. Using the ATM,You need to type your PIN in.
hard,bank,. Using the ATM,What do I have to do next?
hard,bank,. Using the ATM,"Click on whichever option you want, and you're done."
hard,bank,. Using the ATM,I have to use the ATM.
hard,bank,. Using the ATM,Is there a problem?
hard,bank,. Using the ATM,I don't know how to use it.
hard,bank,. Using the ATM,What are you talking about?
hard,bank,. Using the ATM,I have never used an ATM before.
hard,bank,. Using the ATM,I can show you how to use it.
hard,bank,. Using the ATM,How do I use it?
hard,bank,. Using the ATM,You need to push your card into the machine.
hard,bank,. Using the ATM,What's next?
hard,bank,. Using the ATM,Enter your PIN.
hard,bank,. Using the ATM,What else do I have to do?
hard,bank,. Using the ATM,Every option you can choose will appear on the screen. That's about it.
hard,bank,. Using the ATM,I need to go to the ATM.
hard,bank,. Using the ATM,"So, why don't you?"
hard,bank,. Using the ATM,I have no idea how to use the ATM.
hard,bank,. Using the ATM,What do you mean?
hard,bank,. Using the ATM,This will be my first time using an ATM.
hard,bank,. Using the ATM,I can help you with that.
hard,bank,. Using the ATM,Explain to me how to use it.
hard,bank,. Using the ATM,Just put your card into the machine.
hard,bank,. Using the ATM,Now what do I do?
hard,bank,. Using the ATM,Then you need to type in your PIN.
hard,bank,. Using the ATM,Now what?
hard,bank,. Using the ATM,"Just click on one of the choices they give you, and that's it."
hard,bank,. The Card Gets Declined,Your total comes to $36.78.
hard,bank,. The Card Gets Declined,Put it on my VISA.
hard,bank,. The Card Gets Declined,There's a problem with your card.
hard,bank,. The Card Gets Declined,What's wrong with it?
hard,bank,. The Card Gets Declined,I believe it was declined.
hard,bank,. The Card Gets Declined,You're kidding me!
hard,bank,. The Card Gets Declined,Do you have another card I could try?
hard,bank,. The Card Gets Declined,I only have one card.
hard,bank,. The Card Gets Declined,"Do you have cash, perhaps?"
hard,bank,. The Card Gets Declined,I don't have any cash on me.
hard,bank,. The Card Gets Declined,You're not going to be able to take these items today.
hard,bank,. The Card Gets Declined,I'll be back tomorrow.
hard,bank,. The Card Gets Declined,The total for all these items comes to $36.78.
hard,bank,. The Card Gets Declined,Take my VISA.
hard,bank,. The Card Gets Declined,There is something wrong with your card.
hard,bank,. The Card Gets Declined,What's going on?
hard,bank,. The Card Gets Declined,Your card was declined.
hard,bank,. The Card Gets Declined,That can't be right!
hard,bank,. The Card Gets Declined,Would you like me to try another card?
hard,bank,. The Card Gets Declined,I don't have another one.
hard,bank,. The Card Gets Declined,What about cash?
hard,bank,. The Card Gets Declined,I didn't bring cash with me today.
hard,bank,. The Card Gets Declined,"I'm sorry, but you can't take the items until you can buy them."
hard,bank,. The Card Gets Declined,I'll come back for them tomorrow.
hard,bank,. The Card Gets Declined,You owe $36.78.
hard,bank,. The Card Gets Declined,Here's my VISA card.
hard,bank,. The Card Gets Declined,"I'm sorry, but your card isn't working."
hard,bank,. The Card Gets Declined,What's the problem?
hard,bank,. The Card Gets Declined,The machine says your card was declined.
hard,bank,. The Card Gets Declined,It was?
hard,bank,. The Card Gets Declined,Do you have another card?
hard,bank,. The Card Gets Declined,That's my only one.
hard,bank,. The Card Gets Declined,Maybe you can just pay in cash?
hard,bank,. The Card Gets Declined,No cash today.
hard,bank,. The Card Gets Declined,I guess you won't be able to purchase these items today.
hard,bank,. The Card Gets Declined,I'll come tomorrow with cash.
hard,bank,. Asking about Fees,Do you have any other questions?
hard,bank,. Asking about Fees,I want to know about fees.
hard,bank,. Asking about Fees,Which fees?
hard,bank,. Asking about Fees,Overdraft fees.
hard,bank,. Asking about Fees,You will be required to pay a small fee for every time you overdraft.
hard,bank,. Asking about Fees,How much is the fee?
hard,bank,. Asking about Fees,You'll have to pay $25 every time you overdraft.
hard,bank,. Asking about Fees,That's a small fee?
hard,bank,. Asking about Fees,It should stop you from overdrafting.
hard,bank,. Asking about Fees,"You would think it would, but it most likely won't."
hard,bank,. Asking about Fees,Can I help you with anything else?
hard,bank,. Asking about Fees,That's it for today. Thank you.
hard,bank,. Asking about Fees,Do you have any questions?
hard,bank,. Asking about Fees,Tell me about fees.
hard,bank,. Asking about Fees,What fees are you referring to?
hard,bank,. Asking about Fees,I want to know about overdraft fees.
hard,bank,. Asking about Fees,We charge a small fee every time you overdraft.
hard,bank,. Asking about Fees,How much?
hard,bank,. Asking about Fees,"For each time you overdraft, you have to pay $25."
hard,bank,. Asking about Fees,That's not a small fee.
hard,bank,. Asking about Fees,You shouldn't overdraft.
hard,bank,. Asking about Fees,That's for sure.
hard,bank,. Asking about Fees,Do you need help with anything else?
hard,bank,. Asking about Fees,That's all I needed to know. Thanks.
hard,bank,. Asking about Fees,Would you like to ask any questions?
hard,bank,. Asking about Fees,I need to know about the fees.
hard,bank,. Asking about Fees,What kind of fees?
hard,bank,. Asking about Fees,I'm asking about overdraft fees.
hard,bank,. Asking about Fees,You have to pay a small fee every time you overdraft.
hard,bank,. Asking about Fees,What's the fee?
hard,bank,. Asking about Fees,The fee is $25 every time you overdraft.
hard,bank,. Asking about Fees,How is that a small fee?
hard,bank,. Asking about Fees,That fee should keep you from overdrafting.
hard,bank,. Asking about Fees,I'll say.
hard,bank,. Asking about Fees,Do you have any more questions?
hard,bank,. Asking about Fees,I don't need to know anything else. Thank you.
hard,bank,. Paying Fees,How are you doing today?
hard,bank,. Paying Fees,Very well. Thank you.
hard,bank,. Paying Fees,What can I help you with?
hard,bank,. Paying Fees,Do I have any fees to pay?
hard,bank,. Paying Fees,"As a matter of fact, you do."
hard,bank,. Paying Fees,How much?
hard,bank,. Paying Fees,You owe $235.13.
hard,bank,. Paying Fees,That's unbelievable.
hard,bank,. Paying Fees,Will you be paying some of that off today?
hard,bank,. Paying Fees,I want to pay all of it off today.
hard,bank,. Paying Fees,How will you be paying?
hard,bank,. Paying Fees,I'll be paying with cash.
hard,bank,. Paying Fees,How are you?
hard,bank,. Paying Fees,I'm great. Thank you for asking.
hard,bank,. Paying Fees,What can I do for you?
hard,bank,. Paying Fees,Do I owe any fees?
hard,bank,. Paying Fees,You sure do.
hard,bank,. Paying Fees,Could you tell me how much I owe?
hard,bank,. Paying Fees,You owe $235.13 in fees.
hard,bank,. Paying Fees,I can't believe that.
hard,bank,. Paying Fees,When will you be paying these fees off?
hard,bank,. Paying Fees,I'll pay them off right now.
hard,bank,. Paying Fees,Cash or check?
hard,bank,. Paying Fees,I will pay with cash.
hard,bank,. Paying Fees,How's it going?
hard,bank,. Paying Fees,I'm great. Thanks.
hard,bank,. Paying Fees,What do you need?
hard,bank,. Paying Fees,I need to know if I have any fees to pay.
hard,bank,. Paying Fees,"Actually, you do owe some fees."
hard,bank,. Paying Fees,How much do I owe?
hard,bank,. Paying Fees,Your fees total $235.13.
hard,bank,. Paying Fees,That's crazy!
hard,bank,. Paying Fees,You need to pay these fees soon.
hard,bank,. Paying Fees,Can I do that right now?
hard,bank,. Paying Fees,Will you be paying with cash or check?
hard,bank,. Paying Fees,I think I'll be paying with cash.
hard,bank,. Minimum Balance Requirements,I would like to open an account today.
hard,bank,. Minimum Balance Requirements,What kind?
hard,bank,. Minimum Balance Requirements,I want to open a checking account.
hard,bank,. Minimum Balance Requirements,You need to keep a minimum balance.
hard,bank,. Minimum Balance Requirements,How much is it?
hard,bank,. Minimum Balance Requirements,You need at least $100 in your account.
hard,bank,. Minimum Balance Requirements,Is that all?
hard,bank,. Minimum Balance Requirements,Yes. That's the minimum.
hard,bank,. Minimum Balance Requirements,What happens if I don't meet that requirement?
hard,bank,. Minimum Balance Requirements,You will get a fine.
hard,bank,. Minimum Balance Requirements,How much?
hard,bank,. Minimum Balance Requirements,It's going to be $25.
hard,bank,. Minimum Balance Requirements,I need to open an account.
hard,bank,. Minimum Balance Requirements,Do you know what kind you want to open?
hard,bank,. Minimum Balance Requirements,I want a checking account.
hard,bank,. Minimum Balance Requirements,Do you know what the minimum balance is?
hard,bank,. Minimum Balance Requirements,What is that?
hard,bank,. Minimum Balance Requirements,You need to keep it at $100.
hard,bank,. Minimum Balance Requirements,That's it?
hard,bank,. Minimum Balance Requirements,That's the least amount you can have.
hard,bank,. Minimum Balance Requirements,What'll happen if I don't maintain that?
hard,bank,. Minimum Balance Requirements,We will fine you.
hard,bank,. Minimum Balance Requirements,How much will I be fined?
hard,bank,. Minimum Balance Requirements,You will be fined $25.
hard,bank,. Minimum Balance Requirements,I want to open an account.
hard,bank,. Minimum Balance Requirements,What kind of account do you want to open?
hard,bank,. Minimum Balance Requirements,I want to open a checking account.
hard,bank,. Minimum Balance Requirements,Do you know the minimum balance you're required to keep?
hard,bank,. Minimum Balance Requirements,How much is that?
hard,bank,. Minimum Balance Requirements,You have to maintain a minimum balance of $100.
hard,bank,. Minimum Balance Requirements,Really?
hard,bank,. Minimum Balance Requirements,"Yes, really."
hard,bank,. Minimum Balance Requirements,What if I can't meet that requirement?
hard,bank,. Minimum Balance Requirements,You will be fined.
hard,bank,. Minimum Balance Requirements,How much is the fine?
hard,bank,. Minimum Balance Requirements,It's going to cost you $25.
hard,bank,. Not Getting a Bank Statement,How may I help you?
hard,bank,. Not Getting a Bank Statement,I'm having a problem.
hard,bank,. Not Getting a Bank Statement,What is it?
hard,bank,. Not Getting a Bank Statement,"I apparently owe some fees, but I never got the bank statement."
hard,bank,. Not Getting a Bank Statement,I do apologize for that.
hard,bank,. Not Getting a Bank Statement,"My fees went up, but I didn't even know I had fees to pay."
hard,bank,. Not Getting a Bank Statement,I see your problem.
hard,bank,. Not Getting a Bank Statement,What are you going to do about it?
hard,bank,. Not Getting a Bank Statement,I will cancel the fees you owe.
hard,bank,. Not Getting a Bank Statement,I don't have to pay any fees?
hard,bank,. Not Getting a Bank Statement,You'll only have to pay the initial fee.
hard,bank,. Not Getting a Bank Statement,That's fine. I appreciate your help.
hard,bank,. Not Getting a Bank Statement,What can I do for you?
hard,bank,. Not Getting a Bank Statement,I have a serious problem.
hard,bank,. Not Getting a Bank Statement,Explain it to me.
hard,bank,. Not Getting a Bank Statement,I never got a bank statement for fees that I owe.
hard,bank,. Not Getting a Bank Statement,"I'm sorry, but I guess we didn't send a statement out."
hard,bank,. Not Getting a Bank Statement,"My fees increased, because I didn't know about my fees."
hard,bank,. Not Getting a Bank Statement,I see where that is a problem.
hard,bank,. Not Getting a Bank Statement,Can you fix it?
hard,bank,. Not Getting a Bank Statement,I will cancel the fees that you owe.
hard,bank,. Not Getting a Bank Statement,You're canceling all the fees?
hard,bank,. Not Getting a Bank Statement,You still need to pay the initial fee.
hard,bank,. Not Getting a Bank Statement,That'll be fine.
hard,bank,. Not Getting a Bank Statement,May I help you?
hard,bank,. Not Getting a Bank Statement,I have a problem.
hard,bank,. Not Getting a Bank Statement,What's your problem?
hard,bank,. Not Getting a Bank Statement,"I owe fees, but a bank statement never came in the mail about it."
hard,bank,. Not Getting a Bank Statement,I apologize for the inconvenience.
hard,bank,. Not Getting a Bank Statement,"I have no idea about the fee, so my fees went up."
hard,bank,. Not Getting a Bank Statement,I understand your problem.
hard,bank,. Not Getting a Bank Statement,Will you be able to solve my problem?
hard,bank,. Not Getting a Bank Statement,I'm going to cancel the fees you owe.
hard,bank,. Not Getting a Bank Statement,"So, I don't have to pay any of it?"
hard,bank,. Not Getting a Bank Statement,The initial fee still must be paid.
hard,bank,. Not Getting a Bank Statement,That's fabulous. Thank you very much.
hard,bank,. Reporting Wrong Charges,What can I do for you today?
hard,bank,. Reporting Wrong Charges,I have an issue.
hard,bank,. Reporting Wrong Charges,What is your problem?
hard,bank,. Reporting Wrong Charges,There were charges on my debit card that I never made.
hard,bank,. Reporting Wrong Charges,Do you have a statement for your debit card?
hard,bank,. Reporting Wrong Charges,I do.
hard,bank,. Reporting Wrong Charges,Which charges are you talking about?
hard,bank,. Reporting Wrong Charges,It's the last four charges.
hard,bank,. Reporting Wrong Charges,We're going to have to do an investigation.
hard,bank,. Reporting Wrong Charges,Is that going to take long?
hard,bank,. Reporting Wrong Charges,"I'm not sure, but in the meantime we will freeze these charges."
hard,bank,. Reporting Wrong Charges,That's wonderful. Thank you.
hard,bank,. Reporting Wrong Charges,How may I help you?
hard,bank,. Reporting Wrong Charges,I'm having a problem.
hard,bank,. Reporting Wrong Charges,What problem are you having?
hard,bank,. Reporting Wrong Charges,There have been charges made on my debit card that I didn't make.
hard,bank,. Reporting Wrong Charges,Do you have the statement for your card?
hard,bank,. Reporting Wrong Charges,Here it is.
hard,bank,. Reporting Wrong Charges,What are the charges you're referring to?
hard,bank,. Reporting Wrong Charges,The last four charges on the page.
hard,bank,. Reporting Wrong Charges,I'm afraid we're going to have to investigate these charges.
hard,bank,. Reporting Wrong Charges,How long will an investigation take?
hard,bank,. Reporting Wrong Charges,"I honestly don't know, but we will freeze payment on these charges."
hard,bank,. Reporting Wrong Charges,That sounds absolutely fantastic.
hard,bank,. Reporting Wrong Charges,May I help you?
hard,bank,. Reporting Wrong Charges,I have a problem.
hard,bank,. Reporting Wrong Charges,What's the problem?
hard,bank,. Reporting Wrong Charges,Someone else is making charges on my debit card.
hard,bank,. Reporting Wrong Charges,I need to see a statement for your debit card.
hard,bank,. Reporting Wrong Charges,I have it right here.
hard,bank,. Reporting Wrong Charges,Can you show me which charges you're referring to?
hard,bank,. Reporting Wrong Charges,The last four charges.
hard,bank,. Reporting Wrong Charges,We will need to do an investigation on this.
hard,bank,. Reporting Wrong Charges,How long will that take?
hard,bank,. Reporting Wrong Charges,We'll have to freeze payment on those charges until the investigation is
hard,bank,. Reporting Wrong Charges,finished.
hard,bank,. Reporting Wrong Charges,I really appreciate your help.
hard,bank,. Opening Another Account,How may I help you today?
hard,bank,. Opening Another Account,I need to open a second account.
hard,bank,. Opening Another Account,What kind of account would you like to open?
hard,bank,. Opening Another Account,I need another savings account.
hard,bank,. Opening Another Account,Do you have another account with us?
hard,bank,. Opening Another Account,I sure do.
hard,bank,. Opening Another Account,Would you like to transfer money from that account into your new one?
hard,bank,. Opening Another Account,That's fine.
hard,bank,. Opening Another Account,How much would you like to transfer?
hard,bank,. Opening Another Account,Transfer $100.
hard,bank,. Opening Another Account,Give me a moment while I complete your transaction.
hard,bank,. Opening Another Account,That's fine. Thank you.
hard,bank,. Opening Another Account,How can I help you?
hard,bank,. Opening Another Account,I want to open another account.
hard,bank,. Opening Another Account,What kind would you like to open?
hard,bank,. Opening Another Account,I would like to open a savings account.
hard,bank,. Opening Another Account,Do you already have an account with us?
hard,bank,. Opening Another Account,I have another savings account open already.
hard,bank,. Opening Another Account,Do you want to transfer money from that account?
hard,bank,. Opening Another Account,I would like to do that.
hard,bank,. Opening Another Account,How much?
hard,bank,. Opening Another Account,I only want to transfer $100.
hard,bank,. Opening Another Account,It'll only take me a minute to complete your transaction.
hard,bank,. Opening Another Account,Great. Thank you very much.
hard,bank,. Opening Another Account,What can I do for you?
hard,bank,. Opening Another Account,I would like to open another account.
hard,bank,. Opening Another Account,What kind do you want to open?
hard,bank,. Opening Another Account,I want to open a savings account.
hard,bank,. Opening Another Account,Do you have an account opened with this bank already?
hard,bank,. Opening Another Account,"Yes, I do."
hard,bank,. Opening Another Account,You can always transfer money from that account into your new one.
hard,bank,. Opening Another Account,That would be great.
hard,bank,. Opening Another Account,How much money do you want to transfer?
hard,bank,. Opening Another Account,I want to transfer $100.
hard,bank,. Opening Another Account,I'll do that right now.
hard,bank,. Opening Another Account,All right. Thanks.
hard,food,Breakfast,What do you feel like eating this morning?
hard,food,Breakfast,I usually just have a bowl of cereal.
hard,food,Breakfast,The most important meal of the day is breakfast.
hard,food,Breakfast,"Yeah, but I don't usually have time to eat a big breakfast."
hard,food,Breakfast,You can always make an easy breakfast.
hard,food,Breakfast,What do you make?
hard,food,Breakfast,"All I make is oatmeal, toast, and some orange juice."
hard,food,Breakfast,That sounds pretty good.
hard,food,Breakfast,"I like it, and it's a fast meal."
hard,food,Breakfast,That is a very quick meal to make.
hard,food,Breakfast,I can make it for you if you like.
hard,food,Breakfast,Oatmeal and toast sounds good to me.
hard,food,Breakfast,What are you going to have for breakfast?
hard,food,Breakfast,I just have some cereal each morning.
hard,food,Breakfast,You're supposed to always have a hearty breakfast.
hard,food,Breakfast,I don't always have time to make breakfast.
hard,food,Breakfast,It's easy to make a quick breakfast.
hard,food,Breakfast,What do you have for breakfast?
hard,food,Breakfast,"When I need to make a quick breakfast, I just make some oatmeal, toast, and OJ."
hard,food,Breakfast,That's a good idea.
hard,food,Breakfast,It's not time consuming at all.
hard,food,Breakfast,It doesn't take much time to make?
hard,food,Breakfast,Would you like me to make something?
hard,food,Breakfast,Why don't you make me some oatmeal and toast?
hard,food,Breakfast,What do you want to eat for breakfast?
hard,food,Breakfast,All I usually have is some cereal for breakfast.
hard,food,Breakfast,You know that breakfast is the most important meal of the day?
hard,food,Breakfast,"I sometimes run late in the morning, and can't make breakfast."
hard,food,Breakfast,That's not a good excuse.
hard,food,Breakfast,Tell me what you eat in the morning.
hard,food,Breakfast,"I just eat some oatmeal, toast, and orange juice."
hard,food,Breakfast,That sounds like a great breakfast.
hard,food,Breakfast,"It's good, and it's easy to make."
hard,food,Breakfast,That sounds like a very quick meal.
hard,food,Breakfast,"So, are you still going to have cereal?"
hard,food,Breakfast,I think I'm going to make myself some oatmeal and toast.
hard,food,Lunch,What's for lunch?
hard,food,Lunch,I don't know. What do you want to eat?
hard,food,Lunch,I was thinking of pizza.
hard,food,Lunch,That's what I ate yesterday.
hard,food,Lunch,What do you want to eat?
hard,food,Lunch,I wouldn't mind a burger.
hard,food,Lunch,I ate a burger just the other day.
hard,food,Lunch,We're going to have to compromise.
hard,food,Lunch,"You could always get a burger, and I can get a pizza."
hard,food,Lunch,Sounds good to me.
hard,food,Lunch,Where can we go to get both?
hard,food,Lunch,We can get both at the cafeteria.
hard,food,Lunch,What are we eating for lunch?
hard,food,Lunch,I have no idea. What about you?
hard,food,Lunch,I kind of want pizza.
hard,food,Lunch,I ate pizza the other day.
hard,food,Lunch,"So, what do you feel like eating then?"
hard,food,Lunch,How about some burgers?
hard,food,Lunch,I already had a burger yesterday.
hard,food,Lunch,What are we going to do?
hard,food,Lunch,We can just each get what we want to get.
hard,food,Lunch,That sounds like a plan.
hard,food,Lunch,Do you know a place that sells pizza and burgers?
hard,food,Lunch,I think they sell both at the cafeteria.
hard,food,Lunch,Do you know what you want to eat for lunch?
hard,food,Lunch,What do you feel like having?
hard,food,Lunch,I want to get some pizza.
hard,food,Lunch,I had pizza for lunch yesterday.
hard,food,Lunch,Tell me what you want to eat.
hard,food,Lunch,Do you want to get a burger?
hard,food,Lunch,"See, I had a burger for lunch yesterday."
hard,food,Lunch,Think of something.
hard,food,Lunch,How about I get pizza and you get a burger?
hard,food,Lunch,Let's do that then.
hard,food,Lunch,Where do they sell both at?
hard,food,Lunch,They sell pizza and burgers at the cafeteria.
hard,food,Dinner,What's for dinner tonight?
hard,food,Dinner,What are you planning on cooking?
hard,food,Dinner,I'm not making anything.
hard,food,Dinner,"If you plan on eating, you are."
hard,food,Dinner,What am I supposed to cook?
hard,food,Dinner,What do you feel like having?
hard,food,Dinner,I want some chicken and potatoes.
hard,food,Dinner,That sounds really good.
hard,food,Dinner,When are you going to make it?
hard,food,Dinner,I have no plans on cooking tonight.
hard,food,Dinner,"Fine, I'll make it."
hard,food,Dinner,I knew that already.
hard,food,Dinner,What are we going to eat for dinner?
hard,food,Dinner,Are you going to cook anything?
hard,food,Dinner,I didn't plan on cooking tonight.
hard,food,Dinner,"If you're hungry, then cook something."
hard,food,Dinner,I don't know what to make.
hard,food,Dinner,Tell me what you want to eat.
hard,food,Dinner,I've been craving chicken and potatoes.
hard,food,Dinner,I'd like that.
hard,food,Dinner,Are you going to cook it tonight?
hard,food,Dinner,I'm really not going to cook tonight.
hard,food,Dinner,I guess I'll cook.
hard,food,Dinner,Why don't you start cooking then?
hard,food,Dinner,Are we going to have dinner tonight?
hard,food,Dinner,What are you planning on making?
hard,food,Dinner,I'm not cooking dinner.
hard,food,Dinner,The only way you're eating tonight is if you cook.
hard,food,Dinner,I'm not sure what to cook for dinner.
hard,food,Dinner,I don't know. What do you want to eat?
hard,food,Dinner,I have a taste for some chicken and potatoes.
hard,food,Dinner,That sounds delicious.
hard,food,Dinner,So are you planning on cooking it?
hard,food,Dinner,I already told you that I'm not cooking tonight.
hard,food,Dinner,I'll cook dinner.
hard,food,Dinner,I already know. Start cooking.
hard,food,4. Drinks,I'm so thirsty.
hard,food,4. Drinks,Let's go get something to drink.
hard,food,4. Drinks,That's a good idea.
hard,food,4. Drinks,Do you know what you want to drink?
hard,food,4. Drinks,I kind of want a soda.
hard,food,4. Drinks,You shouldn't drink soda when you're really thirsty.
hard,food,4. Drinks,What do you mean?
hard,food,4. Drinks,"When you're thirsty, you're not supposed to drink soda."
hard,food,4. Drinks,What are you supposed to drink?
hard,food,4. Drinks,Water is what's best for you.
hard,food,4. Drinks,I guess I will get water.
hard,food,4. Drinks,It's better for you.
hard,food,4. Drinks,I am really thirsty.
hard,food,4. Drinks,How about we go and get something to drink?
hard,food,4. Drinks,Let's do that.
hard,food,4. Drinks,Do you know what you want to get?
hard,food,4. Drinks,A soda sounds good.
hard,food,4. Drinks,Soda isn't the best thing to drink when you're thirsty.
hard,food,4. Drinks,Why is that?
hard,food,4. Drinks,Soda isn't good for you.
hard,food,4. Drinks,What should I drink then?
hard,food,4. Drinks,You should really drink water.
hard,food,4. Drinks,That sounds good.
hard,food,4. Drinks,It's a lot better than soda.
hard,food,4. Drinks,My throat is really dry.
hard,food,4. Drinks,Do you want to go get something to drink?
hard,food,4. Drinks,"Yes, I'm parched."
hard,food,4. Drinks,What did you want to drink?
hard,food,4. Drinks,I was thinking about getting a soda.
hard,food,4. Drinks,Do you know that soda doesn't quench your thirst?
hard,food,4. Drinks,Why not?
hard,food,4. Drinks,Soda is really bad for you.
hard,food,4. Drinks,I don't know what else to drink.
hard,food,4. Drinks,You're supposed to drink water when you're dehydrated.
hard,food,4. Drinks,I would like some water.
hard,food,4. Drinks,That's what will keep you from being thirsty.
hard,food,5. Fruit,What are you going to eat with your sandwich?
hard,food,5. Fruit,I think I'm going to eat a piece of fruit.
hard,food,5. Fruit,What kind do you like?
hard,food,5. Fruit,I really like apples and grapes.
hard,food,5. Fruit,What kind of apples do you like to eat?
hard,food,5. Fruit,I love green apples.
hard,food,5. Fruit,I don't like green apples.
hard,food,5. Fruit,Really? Why not?
hard,food,5. Fruit,Green apples are too sour for me.
hard,food,5. Fruit,"So, you like red apples better?"
hard,food,5. Fruit,"Yes, I love red apples."
hard,food,5. Fruit,I think green apples are a lot better.
hard,food,5. Fruit,What are you going to have along with your sandwich?
hard,food,5. Fruit,I may have a piece of fruit.
hard,food,5. Fruit,What's your favorite kind of fruit?
hard,food,5. Fruit,I really only eat apples and grapes.
hard,food,5. Fruit,What is your favorite kind of apples?
hard,food,5. Fruit,Green apples are the best!
hard,food,5. Fruit,Green apples don't taste good to me.
hard,food,5. Fruit,Why is that?
hard,food,5. Fruit,They are way too sour for my taste.
hard,food,5. Fruit,You only like red apples?
hard,food,5. Fruit,Red apples are great.
hard,food,5. Fruit,They're not as good as green apples.
hard,food,5. Fruit,Are you going to eat anything with your sandwich?
hard,food,5. Fruit,I may get some fruit.
hard,food,5. Fruit,"Really, what kind of fruit do you like?"
hard,food,5. Fruit,I tend to only eat grapes and apples.
hard,food,5. Fruit,What kind of apples do you prefer?
hard,food,5. Fruit,I've always liked green apples.
hard,food,5. Fruit,I don't really like green apples that much.
hard,food,5. Fruit,Why do you say that?
hard,food,5. Fruit,I think they are too sour.
hard,food,5. Fruit,You'd rather eat a red apple?
hard,food,5. Fruit,Don't you like red apples?
hard,food,5. Fruit,"They're okay, I guess."
hard,food,6. Salads,I really feel like eating a salad.
hard,food,6. Salads,What kind are you going to make?
hard,food,6. Salads,I'm really not sure.
hard,food,6. Salads,I really like Caesar salads.
hard,food,6. Salads,Caesar salads are pretty good.
hard,food,6. Salads,What kind of salad do you want to make?
hard,food,6. Salads,I want a salad with some chicken.
hard,food,6. Salads,I love chicken salads.
hard,food,6. Salads,"I like my salads to have croutons, almonds, and shredded cheese."
hard,food,6. Salads,That sounds really tasty.
hard,food,6. Salads,You should make a salad like that.
hard,food,6. Salads,I think that I will.
hard,food,6. Salads,I feel like I'm craving a salad.
hard,food,6. Salads,What kind do you want?
hard,food,6. Salads,I have no idea.
hard,food,6. Salads,Caesar salads are good.
hard,food,6. Salads,I like those too.
hard,food,6. Salads,What kind do you plan on making?
hard,food,6. Salads,I'd really like a salad with chicken.
hard,food,6. Salads,Chicken salads are really good.
hard,food,6. Salads,"I always make my salads with shredded cheese, croutons, and almonds."
hard,food,6. Salads,That sounds like a great salad.
hard,food,6. Salads,Why don't you put it in your salad?
hard,food,6. Salads,That sounds like a plan to me.
hard,food,6. Salads,I really want to make a salad.
hard,food,6. Salads,Do you know what kind of salad that you want?
hard,food,6. Salads,I'm not sure what kind that I want.
hard,food,6. Salads,I usually make a Caesar salad.
hard,food,6. Salads,Those taste really good.
hard,food,6. Salads,Which kind of salad are you going to make?
hard,food,6. Salads,I want a chicken salad.
hard,food,6. Salads,I enjoy chicken salads.
hard,food,6. Salads,"I like salads with croutons, almonds, and shredded cheese."
hard,food,6. Salads,I really like how that sounds.
hard,food,6. Salads,Why don't you make a salad like that?
hard,food,6. Salads,I'm going to do that then.
hard,food,7. Desserts,I want something sweet after dinner.
hard,food,7. Desserts,What do you have in mind?
hard,food,7. Desserts,A dessert sounds nice.
hard,food,7. Desserts,What kind are you thinking of getting?
hard,food,7. Desserts,I want to get some pie.
hard,food,7. Desserts,What kind of pie do you want?
hard,food,7. Desserts,I have no idea.
hard,food,7. Desserts,Do you want to know what kind of pie I like?
hard,food,7. Desserts,"Sure, what kind do you like?"
hard,food,7. Desserts,I love apple pie.
hard,food,7. Desserts,I love apple pie too.
hard,food,7. Desserts,There you go. Problem solved.
hard,food,7. Desserts,I have a sweet tooth.
hard,food,7. Desserts,What exactly do you want?
hard,food,7. Desserts,I would love to get some dessert.
hard,food,7. Desserts,What did you want to get?
hard,food,7. Desserts,I'd love to get a pie.
hard,food,7. Desserts,What kind do you want to get?
hard,food,7. Desserts,I'm not sure.
hard,food,7. Desserts,I can tell you what kind I like.
hard,food,7. Desserts,What kind do you like?
hard,food,7. Desserts,Apple pie is my favorite.
hard,food,7. Desserts,I love apple pie too.
hard,food,7. Desserts,"See, I helped you out."
hard,food,7. Desserts,I have a taste for something sweet.
