topic,title,dialogue_line
entertainment,Judge Judy,Such as?
entertainment,Judge Judy,"Yesterday, a woman complained about a cell phone she bought on eBay."
entertainment,Judge Judy,Was something wrong with the phone?
entertainment,Judge Judy,It works only in Canada.
entertainment,Judge Judy,Did the seller know that?
entertainment,Judge Judy,"Yes, and he didn't tell the buyer."
entertainment,Judge Judy,I hope Judge Judy made the seller take the phone back.
entertainment,A Good Singer,That woman is a very good singer.
entertainment,A Good Singer,"Yes, but she looks like a man."
entertainment,A Good Singer,What difference does it make?
entertainment,A Good Singer,Female singers are supposed to be pretty.
entertainment,A Good Singer,Singers are supposed to sound good.
entertainment,A Good Singer,"They should look good, too."
entertainment,A Good Singer,There are lots of ugly men singers.
entertainment,A Good Singer,Men singers don't have to look good.
entertainment,A Good Singer,Then neither do women singers.
entertainment,A Good Singer,"Well, I would never buy her CD."
entertainment,A Good Singer,But you would buy her CD if she was pretty?
entertainment,A Good Singer,Yes. I would buy all of her CDs.
entertainment,Going Digital,All the TV stations are going to go digital.
entertainment,Going Digital,"Yes, that will occur next month."
entertainment,Going Digital,Most of them are already broadcasting in digital.
entertainment,Going Digital,The digital signal is very clear.
entertainment,Going Digital,"Oh, no, it isn't!"
entertainment,Going Digital,What do you mean?
entertainment,Going Digital,I can't get a single channel.
entertainment,Going Digital,Do you have a digital TV?
entertainment,Going Digital,Of course. But I don't have cable.
entertainment,Going Digital,"You don't need to have cable, but you do need a good antenna."
entertainment,Going Digital,But I have rabbit ears.
entertainment,Going Digital,Rabbit ears aren't strong enough. Buy a digital antenna.
dating,A Blind Date,I've got a date for you.
dating,A Blind Date,"Oh, really?"
dating,A Blind Date,Are you interested?
dating,A Blind Date,Maybe. What is she like?
dating,A Blind Date,She's got a great personality.
dating,A Blind Date,Uh-oh. That means that she's fat and ugly.
dating,A Blind Date,She's cute.
dating,A Blind Date,"Okay, so she's not ugly; she's just fat."
dating,A Blind Date,She weighs 98 pounds.
dating,A Blind Date,"Okay, she's not fat. So what's the problem with her?"
dating,A Blind Date,Who said there is a problem with her?
dating,A Blind Date,The problem is she has no problemsshe's too good for me!
dating,Let's Have Dinner,I think you're very pretty.
dating,Let's Have Dinner,Thank you.
dating,Let's Have Dinner,Would you have dinner with me?
dating,Let's Have Dinner,I would like to.
dating,Let's Have Dinner,Can I pick you up Friday night?
dating,Let's Have Dinner,What time?
dating,Let's Have Dinner,Eight o'clock.
dating,Let's Have Dinner,That sounds great.
dating,Let's Have Dinner,We'll go to a French restaurant.
dating,Let's Have Dinner,I've never been to a French restaurant.
dating,Let's Have Dinner,I think you'll love the food.
dating,Let's Have Dinner,I'm not going to eat any snails!
dating,Blue Eyes,You have pretty eyes.
dating,Blue Eyes,Thank you. So do you.
dating,Blue Eyes,I wish my eyes were blue.
dating,Blue Eyes,What's the matter with green eyes?
dating,Blue Eyes,"Nothing, except my favorite color is blue."
dating,Blue Eyes,Maybe in your next life you'll have blue eyes.
dating,Blue Eyes,But what if I'm a fish in my next life?
dating,Blue Eyes,I think some fish have blue eyes.
dating,Blue Eyes,I hope I don't come back as a fish.
dating,Blue Eyes,I hope I come back as a cat.
dating,Blue Eyes,Cats have beautiful eyes.
dating,Blue Eyes,I would love to have blue cat-eyes.
dating,True Love,I love you.
dating,True Love,"I love you, too."
dating,True Love,I loved you the first day I saw you.
dating,True Love,It was love at first sight?
dating,True Love,"Yes, it was love at first sight."
dating,True Love,I didn't love you at first.
dating,True Love,I know. I had to chase you for a while.
dating,True Love,"Yes, you chased me and then you caught me."
dating,True Love,Now you're mine forever.
dating,True Love,And you're mine forever.
dating,True Love,We'll grow old together.
dating,True Love,And be happy together.
dating,Ask Her Out,I'm in love with that girl.
dating,Ask Her Out,Have you told her?
dating,Ask Her Out,Of course not.
dating,Ask Her Out,Why not?
dating,Ask Her Out,She would laugh at me.
dating,Ask Her Out,How do you know?
dating,Ask Her Out,Because they always do.
dating,Ask Her Out,Maybe she's different.
dating,Ask Her Out,They're all the same.
dating,Ask Her Out,Just ask her out to dinner.
dating,Ask Her Out,And then what?
dating,Ask Her Out,And then she'll know that you like her.
dating,A Night by Himself,Give me a hug.
dating,A Night by Himself,I'm not in the mood.
dating,A Night by Himself,What's the matter?
dating,A Night by Himself,I saw you looking at that woman.
dating,A Night by Himself,What woman?
dating,A Night by Himself,"You know, that woman with the big boobs."
dating,A Night by Himself,I was not looking at her.
dating,A Night by Himself,"You were, too."
dating,A Night by Himself,I'm not interested in her.
dating,A Night by Himself,Then why were you looking at her?
dating,A Night by Himself,I was looking at something else.
dating,A Night by Himself,"Oh, really? Then spend tonight looking at the sofa."
dating,Go on a Blind Date,Would you like to go on a blind date?
dating,Go on a Blind Date,You must be joking.
dating,Go on a Blind Date,"No, I'm serious."
dating,Go on a Blind Date,I don't want to date a blind woman.
dating,Go on a Blind Date,A blind date doesn't mean that she is blind!
dating,Go on a Blind Date,What does it mean?
dating,Go on a Blind Date,A blind date is a date with someone you don't know.
dating,Go on a Blind Date,Why would I date someone I don't even know?
dating,Go on a Blind Date,To try something new and exciting.
dating,Go on a Blind Date,What if I don't like her?
dating,Go on a Blind Date,Then you don't date her again.
dating,Two Pineapples,I have a date tomorrow night.
dating,Two Pineapples,Really? Who with?
dating,Two Pineapples,A girl I met at the market.
dating,Two Pineapples,You met a girl at the supermarket?
dating,Two Pineapples,She was standing behind me in a really slow line at the checkout counter.
dating,Two Pineapples,What did you say to her?
dating,Two Pineapples,"I had two pineapples in my cart, and she asked where I had found them."
dating,Two Pineapples,She asked you about your pineapples?
dating,Two Pineapples,"I told her I had gotten the last two on the shelf, but I offered her one of mine."
dating,Two Pineapples,That was nice of you.
dating,Two Pineapples,"She asked me how she could return the favor, so I asked her out."
dating,Two Pineapples,Sometimes a slow line can be a good thing.
dating,One Date Only,Did you have a date Friday night?
dating,One Date Only,"Yes, in fact, I did."
dating,One Date Only,Who did you go out with?
dating,One Date Only,A man I met in a coffee shop.
dating,One Date Only,Where did you go?
dating,One Date Only,We went to a nice restaurant.
dating,One Date Only,Anywhere else?
dating,One Date Only,Then we went to a jazz club.
dating,One Date Only,That sounds like a nice date.
dating,One Date Only,"Yes, it was pleasant."
dating,One Date Only,But you won't date him again?
dating,One Date Only,"No. He was nice, but there was no chemistry."
dating,A Bad Date,I had the worst date the other night.
dating,A Bad Date,What happened?
dating,A Bad Date,"First of all, he was half an hour late."
dating,A Bad Date,That's not a good start.
dating,A Bad Date,Then he didn't bother to apologize.
dating,A Bad Date,That's rude.
dating,A Bad Date,Then he drove too fast to the restaurant.
dating,A Bad Date,That's dangerous.
dating,A Bad Date,I thought about getting out and taking a taxi home.
dating,A Bad Date,What happened at the restaurant?
dating,A Bad Date,"We had a $40 meal, and he left a $1 tip!"
dating,A Bad Date,I guess you can't go back to that restaurant.
dating,Sweet Dreams,I don't like that man.
dating,Sweet Dreams,Why not?
dating,Sweet Dreams,He's a dirty old man.
dating,Sweet Dreams,What do you mean?
dating,Sweet Dreams,"He's old enough to be my father, yet he asked me out."
dating,Sweet Dreams,"Well, you can't blame a man for asking."
dating,Sweet Dreams,He should act his age.
dating,Sweet Dreams,But a lot of old people are still interested in dating.
dating,Sweet Dreams,They should find a nice hobby.
dating,Sweet Dreams,Just wait until you're 50 years old.
dating,Sweet Dreams,Dating will be the furthest thing from my mind.
dating,Sweet Dreams,That's what you say now. Wait till you're 50.
dating,I Love You More than Money,Does your girlfriend ever make you angry?
dating,I Love You More than Money,Sometimes.
dating,I Love You More than Money,What does she do?
dating,I Love You More than Money,"Just yesterday, I told her I wouldn't trade her for all the money in the world."
dating,I Love You More than Money,That was a nice thing to say.
dating,I Love You More than Money,That's what I thought.
dating,I Love You More than Money,What did she say?
dating,I Love You More than Money,She laughed! She didn't believe me.
dating,I Love You More than Money,That wasn't very nice of her.
dating,I Love You More than Money,She said that nothing is more important to me than money.
dating,I Love You More than Money,What did you say?
dating,I Love You More than Money,I told her I wouldn't trade her for any other woman in the world.
dating,A Good Nose,Some people have good noses.
dating,A Good Nose,I wish I had a good nose. Mine is way too big.
dating,A Good Nose,I don't mean good-looking. I mean good-smelling.
dating,A Good Nose,Oh. But that can be a curse.
dating,A Good Nose,"Yes, because you can be too sensitive to odors."
dating,A Good Nose,I'll say. My girlfriend has a nose like a drug dog.
dating,A Good Nose,Did she catch you using drugs?
dating,A Good Nose,Sort of. She knows whenever I sneak a cigarette.
dating,A Good Nose,You don't need a good nose for thatcigarettes stink.
dating,A Good Nose,"But when I sneak just one cigarette in the morning, she can smell it that evening!"
dating,A Good Nose,"Boy, that is a good nose."
dating,A Good Nose,I told her she should apply for a job at customs.
restaurant,I Feel Like Chinese,Let's go out to eat.
restaurant,I Feel Like Chinese,That sounds like fun.
restaurant,I Feel Like Chinese,Where do you want to go?
restaurant,I Feel Like Chinese,Let me think a minute.
restaurant,I Feel Like Chinese,I feel like Chinese.
restaurant,I Feel Like Chinese,That sounds delicious.
restaurant,I Feel Like Chinese,I know a good Chinese restaurant.
restaurant,I Feel Like Chinese,How far away is it?
restaurant,I Feel Like Chinese,It's only 10 minutes from here.
restaurant,I Feel Like Chinese,Do we need reservations?
restaurant,I Feel Like Chinese,"Oh, no. We can walk right in."
restaurant,I Feel Like Chinese,Let's go now. I'm hungry!
restaurant,A Slow Burger,I can't believe how long this line is.
restaurant,A Slow Burger,"This is a popular restaurant, isn't it?"
restaurant,A Slow Burger,"Yes, but it isn't a fast-food restaurant, is it?"
restaurant,A Slow Burger,It's the slowest hamburger in town.
restaurant,A Slow Burger,That's because they cook it while you wait.
restaurant,A Slow Burger,Yes. That's why it's also the best hamburger in town.
restaurant,A Slow Burger,A great burger and great service.
restaurant,A Slow Burger,"Yes, the workers are very polite."
restaurant,A Slow Burger,And they're clean.
restaurant,A Slow Burger,I've been coming here for years.
restaurant,A Slow Burger,Me too.
restaurant,A Slow Burger,Excuse me. They just called my number.
restaurant,A Good Lunch,Lunch was delicious.
restaurant,A Good Lunch,Thank you.
restaurant,A Good Lunch,What kind of soup was that?
restaurant,A Good Lunch,It was tomato soup.
restaurant,A Good Lunch,That tasted so good.
restaurant,A Good Lunch,I put lemon and butter in it.
restaurant,A Good Lunch,"The sandwich was good, too."
restaurant,A Good Lunch,Everyone likes bacon and tomato sandwiches.
restaurant,A Good Lunch,Especially on toast.
restaurant,A Good Lunch,"And the pickles were great, too."
restaurant,A Good Lunch,Tomorrow we'll have rice and fish for lunch.
restaurant,A Good Lunch,I can't wait.
restaurant,A Bad Steak,I'm calling the waiter.
restaurant,A Bad Steak,What's the matter?
restaurant,A Bad Steak,This steak has too much fat.
restaurant,A Bad Steak,What do you want the waiter to do?
restaurant,A Bad Steak,Bring me a better steak.
restaurant,A Bad Steak,I wouldn't do that.
restaurant,A Bad Steak,Why not?
restaurant,A Bad Steak,"They will drop the new steak on the floor, step on it, and then spit on it."
restaurant,A Bad Steak,You're crazy.
restaurant,A Bad Steak,Then the waiter will give you a big smile as he brings you the new steak.
restaurant,A Bad Steak,Where do you get these crazy ideas?
restaurant,A Bad Steak,I used to cook in a restaurant!
restaurant,Dirty Nails,Let's leave.
restaurant,Dirty Nails,But we just got here.
restaurant,Dirty Nails,Did you see the waiter's hands?
restaurant,Dirty Nails,No.
restaurant,Dirty Nails,He had dirty fingernails.
restaurant,Dirty Nails,Really?
restaurant,Dirty Nails,His nails were black!
restaurant,Dirty Nails,That's disgusting.
restaurant,Dirty Nails,And he poured water into our glasses.
restaurant,Dirty Nails,Yuck! No water for me.
restaurant,Dirty Nails,"I wonder if the cooks' nails are dirty, too."
restaurant,Dirty Nails,Who cares? Let's get out of here.
restaurant,Hot Bread,This hot bread is delicious.
restaurant,Hot Bread,I like this restaurant because they give you free bread.
restaurant,Hot Bread,"Well, I think we are paying for it."
restaurant,Hot Bread,No. Look at the bill when we get it. There's no charge for the bread.
restaurant,Hot Bread,"It is delicious, especially with butter."
restaurant,Hot Bread,I think we should just leave after we fill up on the bread.
restaurant,Hot Bread,They probably wouldn't like that.
restaurant,Hot Bread,I'm eating so much bread that I'm getting full.
restaurant,Hot Bread,Then stop eating the bread!
restaurant,Hot Bread,"Okay, just one more piece. Pass the butter, please."
restaurant,Hot Bread,"If I owned a restaurant, I would never serve hot bread before the main course."
restaurant,Hot Bread,That's terrible. I would never go to your restaurant.
restaurant,Fear of Germs,Is this a clean restaurant?
restaurant,Fear of Germs,"Well, the tables and chairs look okay."
restaurant,Fear of Germs,"Okay, let's sit down."
restaurant,Fear of Germs,Check out the silverware.
restaurant,Fear of Germs,It passes inspection.
restaurant,Fear of Germs,Here comes the waiter. See if his hands and nails are clean.
restaurant,Fear of Germs,"Well, the waiter looked clean, so I guess it's okay to eat here."
restaurant,Fear of Germs,You're forgetting about the bathroom.
restaurant,Fear of Germs,I'm going to just hope that the bathroom is clean.
restaurant,Fear of Germs,You're not going to examine it before we order dinner?
restaurant,Fear of Germs,"No, I'd rather not find out that it's dirty, because I'm pretty hungry right now."
restaurant,Fear of Germs,"Me, too. Let's forget about germs and focus on food."
restaurant,Bad Service,Have you seen our waiter?
restaurant,Bad Service,Here he comes now.
restaurant,Bad Service,We've been sitting here for almost 10 minutes.
restaurant,Bad Service,"Oops, I guess I was wrong. That isn't our waiter."
restaurant,Bad Service,"We can give him five more minutes, and then leave."
restaurant,Bad Service,I'll go up front and talk to the manager.
restaurant,Bad Service,That's a good idea.
restaurant,Bad Service,Maybe they'll give us free drinks for waiting so long.
restaurant,Bad Service,Maybe he'll send us our waiter immediately.
restaurant,Bad Service,"Every time we eat out, it's an adventure."
restaurant,Bad Service,"Last time, we got seats next to the kitchen."
restaurant,Bad Service,We'll never go there again.
restaurant,A Good Table,Is this table okay?
restaurant,A Good Table,"No, it's too close to the kitchen door."
restaurant,A Good Table,How about this table?
restaurant,A Good Table,"No, it's too close to the front door."
restaurant,A Good Table,This looks like a nice table.
restaurant,A Good Table,"No, it's too close to the salad bar."
restaurant,A Good Table,"Okay, I give up."
restaurant,A Good Table,"Well, there is one good table."
restaurant,A Good Table,Great. Which one?
restaurant,A Good Table,That one. A group of eight just sat down at it.
restaurant,"Do I Hear $60,000?",I don't believe the art world.
restaurant,"Do I Hear $60,000?",What is it this time?
restaurant,"Do I Hear $60,000?",An Andy Warhol drawing.
restaurant,"Do I Hear $60,000?",He's a famous artist.
restaurant,"Do I Hear $60,000?",He drew two butterflies and a flower on a napkin in a restaurant.
restaurant,"Do I Hear $60,000?",Did he sign it?
restaurant,"Do I Hear $60,000?",Yes.
restaurant,"Do I Hear $60,000?",Is it beautiful?
restaurant,"Do I Hear $60,000?",It's just black ink on a white napkin. And the napkin has food stains!
restaurant,"Do I Hear $60,000?",So it's not worth much?
restaurant,"Do I Hear $60,000?","Only about $30,000."
restaurant,"Do I Hear $60,000?","Without the food stains, it would probably be worth more."
sports,Take Me to the Ball Game,Can we go to the baseball game?
sports,Take Me to the Ball Game,Of course.
sports,Take Me to the Ball Game,I love baseball.
sports,Take Me to the Ball Game,So do I.
sports,Take Me to the Ball Game,I love to eat the peanuts.
sports,Take Me to the Ball Game,I love to eat the hot dogs.
sports,Take Me to the Ball Game,I hope well see a home run.
sports,Take Me to the Ball Game,I hope well catch a foul ball.
sports,Take Me to the Ball Game,Bring a jacket.
sports,Take Me to the Ball Game,Yes. It gets a little cool at night.
sports,Take Me to the Ball Game,Bring a glove to catch a foul ball.
sports,Take Me to the Ball Game,No. Ill just use my cap to catch a foul ball.
sports,Golf Is Silly,Golf is a silly game.
sports,Golf Is Silly,It certainly is.
sports,Golf Is Silly,You hit a white ball.
sports,Golf Is Silly,And then you chase it.
sports,Golf Is Silly,And then you hit it again.
sports,Golf Is Silly,"Finally, you put the ball into a hole in the ground."
sports,Golf Is Silly,"You do this 18 times, because there are 18 holes."
sports,Golf Is Silly,Whats the point?
sports,Golf Is Silly,How can it be fun?
sports,Golf Is Silly,They pay money to play this silly game!
sports,Golf Is Silly,I think golfers have a mental problem.
sports,Golf Is Silly,I think theyre nuts.
sports,Fresh Fish,Do you want to go fishing?
sports,Fresh Fish,Yes. Thats a good idea.
sports,Fresh Fish,Where do you want to go?
sports,Fresh Fish,We can go to the river.
sports,Fresh Fish,Or we can go to the lake.
sports,Fresh Fish,Or we can go to the ocean.
sports,Fresh Fish,Lets go to the lake.
sports,Fresh Fish,Yes. The lake is only 10 miles away.
sports,Fresh Fish,We can be there in 20 minutes.
sports,Fresh Fish,Ill get our fishing rods.
sports,Fresh Fish,Ill get the bait.
sports,Fresh Fish,Well have fresh fish for dinner!
sports,I Love Baseball,Baseball is fun.
sports,I Love Baseball,I like to hit the ball.
sports,I Love Baseball,I like to run around the bases.
sports,I Love Baseball,I like to slide into the bases.
sports,I Love Baseball,Yeah. Its a lot of fun to slide.
sports,I Love Baseball,I want to be a baseball player when I grow up.
sports,I Love Baseball,Me too. I want to play for the Yankees.
sports,I Love Baseball,Not me. I want to play for the Dodgers.
sports,I Love Baseball,We have to practice every day.
sports,I Love Baseball,I dont like practice.
sports,I Love Baseball,Me neither. Its boring.
sports,I Love Baseball,But practice makes perfect.
sports,New Shoes,Lets go jogging.
sports,New Shoes,Thats a good idea.
sports,New Shoes,I bought some new shoes.
sports,New Shoes,Are they comfortable?
sports,New Shoes,Theyre very comfortable.
sports,New Shoes,How much were they?
sports,New Shoes,They were on sale for $80.
sports,New Shoes,Do they help you run faster?
sports,New Shoes,"No, but my feet dont hurt anymore."
sports,New Shoes,Then theyre worth every penny.
sports,New Shoes,You might want to buy a pair.
sports,New Shoes,Ill wait until I wear this pair out.
sports,Im Worried about Tiger,Tiger is the greatest golfer in the world.
sports,Im Worried about Tiger,You can say that again.
sports,Im Worried about Tiger,But Im worried about Tiger.
sports,Im Worried about Tiger,Why is that?
sports,Im Worried about Tiger,Because he likes to SCUBA dive.
sports,Im Worried about Tiger,Whats wrong with that?
sports,Im Worried about Tiger,It can be dangerous.
sports,Im Worried about Tiger,You mean he could drown.
sports,Im Worried about Tiger,He shouldnt SCUBA dive until he retires.
sports,Im Worried about Tiger,But he dives to relax.
sports,Im Worried about Tiger,"He might relax, but it makes me nervous."
sports,Im Worried about Tiger,"If his wife doesnt mind, you shouldnt mind."
sports,Where Is Tiger From?,Did you watch that golf tournament?
sports,Where Is Tiger From?,The one that Tiger won?
sports,Where Is Tiger From?,How did he do it?
sports,Where Is Tiger From?,It was nothing for him.
sports,Where Is Tiger From?,He sank a 20-foot putt on the last hole to win by one stroke!
sports,Where Is Tiger From?,He sank a 25-footer last year at the same tournament to win by one stroke.
sports,Where Is Tiger From?,I think he is from outer space.
sports,Where Is Tiger From?,No human could possibly play golf that well.
sports,Where Is Tiger From?,"Whenever he needs a shot to win a tournament, he makes that shot."
sports,Where Is Tiger From?,No human can do that.
sports,Where Is Tiger From?,Somebody should check his birth record.
sports,Where Is Tiger From?,I bet it says he was born on Mars.
sports,Babe Ruth,Whos the greatest baseball player?
sports,Babe Ruth,There are so many great players.
sports,Babe Ruth,"Yes, but who is the greatest?"
sports,Babe Ruth,Id have to say Babe Ruth.
sports,Babe Ruth,Most people would say that.
sports,Babe Ruth,He changed the game.
sports,Babe Ruth,"Yes, he made the home run popular."
sports,Babe Ruth,"Everybody loved him, all over the nation."
sports,Babe Ruth,He helped make the Yankees the best team ever.
sports,Babe Ruth,"And Ruth was a good person, too."
sports,Babe Ruth,He always visited hospitals to cheer up sick kids.
sports,Babe Ruth,There will never be another Babe.
sports,The Seasons Over,Did you hear what happened at the baseball game?
sports,The Seasons Over,"No, please tell me."
sports,The Seasons Over,Someone punched out someone.
sports,The Seasons Over,Thats not nice.
sports,The Seasons Over,Its worse than that.
sports,The Seasons Over,How so?
sports,The Seasons Over,Two guys got into an argument.
sports,The Seasons Over,Ill bet they were drinking.
sports,The Seasons Over,A third guy punched one of the two guys.
sports,The Seasons Over,"Ill bet he was drinking, too."
sports,The Seasons Over,The victim hit his head on the concrete steps and died.
sports,The Seasons Over,Thats terrible. Cant people just have fun at a baseball game?
sports,Cheap Seats,I want to go to the ball game.
sports,Cheap Seats,Is there a game tonight?
sports,Cheap Seats,"Yes, it starts at 7 p.m."
sports,Cheap Seats,Can we get tickets?
sports,Cheap Seats,"Yes, but only the cheap tickets."
sports,Cheap Seats,How much are they?
sports,Cheap Seats,Theyre only $5 each.
sports,Cheap Seats,Thats a good price.
sports,Cheap Seats,"Yes, its cheaper than a hot dog or a beer."
sports,Cheap Seats,Where are the seats?
sports,Cheap Seats,Theyre behind the outfield.
sports,Cheap Seats,Maybe we can catch a home run ball.
sports,Golf Is No Picnic,Golf is so hard.
sports,Golf Is No Picnic,What's so hard about hitting a little white ball?
sports,Golf Is No Picnic,It's hard if you want to do it right.
sports,Golf Is No Picnic,You mean like Tiger?
sports,Golf Is No Picnic,"No, like a good amateur golfer."
sports,Golf Is No Picnic,What's so hard about golf?
sports,Golf Is No Picnic,There are so many things you have to do right.
sports,Golf Is No Picnic,Like what?
sports,Golf Is No Picnic,"Like keep your left arm straight, keep your head down, and follow through."
sports,Golf Is No Picnic,Yikes! Who can remember all that?
sports,Golf Is No Picnic,You need to get a lot of lessons when you're really young.
sports,Golf Is No Picnic,Forget it. Golf sounds more like work than fun.
sports,A Player Cheats,Did you hear about the ball player?
sports,A Player Cheats,The home run hitter on drugs?
sports,A Player Cheats,He said a doctor helped him with a personal problem.
sports,A Player Cheats,He said he wasnt using drugs.
sports,A Player Cheats,He apologized to the fans.
sports,A Player Cheats,The league suspended him for 50 games.
sports,A Player Cheats,That will cost him some money.
sports,A Player Cheats,"Yes, about $7 million."
sports,A Player Cheats,That will teach him a good lesson.
sports,A Player Cheats,He probably wont use drugs anymore.
sports,A Player Cheats,But it wont stop other players from using drugs.
sports,A Player Cheats,No. Everyone always figures that they wont get caught.
safety,Too Much Crime,Why is there so much crime?
safety,Too Much Crime,Because parents don't teach their kids right from wrong.
safety,Too Much Crime,Is that it?
safety,Too Much Crime,"Also, there aren't enough police."
safety,Too Much Crime,But there are a lot of police.
safety,Too Much Crime,There's only one police officer per 100 criminals.
safety,Too Much Crime,Can't we hire more police?
safety,Too Much Crime,No. It costs too much money.
safety,Too Much Crime,Doesn't crime cost more than police?
safety,Too Much Crime,"Yes, it does."
safety,Too Much Crime,So it would be cheaper to hire more police?
safety,Too Much Crime,"Yes, it would."
safety,No One Ever Leaves,This is a great neighborhood.
safety,No One Ever Leaves,"Yes, it is."
safety,No One Ever Leaves,People are friendly.
safety,No One Ever Leaves,"Yes, they are."
safety,No One Ever Leaves,The streets and sidewalks are clean.
safety,No One Ever Leaves,"Yes, they are."
safety,No One Ever Leaves,There's a real nice park nearby.
safety,No One Ever Leaves,"Yes, there is."
safety,No One Ever Leaves,I feel safe here.
safety,No One Ever Leaves,There is no crime here.
safety,No One Ever Leaves,I wish I could move here.
safety,No One Ever Leaves,"Maybe you can, if someone moves out."
safety,Fire and Smoke,The house burned down.
safety,Fire and Smoke,What happened?
safety,Fire and Smoke,The man fell asleep.
safety,Fire and Smoke,Was he smoking?
safety,Fire and Smoke,"Yes, he was smoking a cigarette."
safety,Fire and Smoke,Did he die?
safety,Fire and Smoke,"Yes, he did. His cat died, too."
safety,Fire and Smoke,That's too bad. What about his smoke alarm?
safety,Fire and Smoke,The battery was dead.
safety,Fire and Smoke,A good battery would have saved his life.
safety,Fire and Smoke,"He had cigarettes, but no battery."
safety,Fire and Smoke,It happens all the time.
safety,Play with Fire,They say he has started fifteen big fires.
safety,Play with Fire,He's been in jail three times already.
safety,Play with Fire,Why did they ever let him out?
safety,Play with Fire,It's the law. They can't keep him in jail forever.
safety,Play with Fire,Why not? Everyone knows he's a firebug. He loves to start fires.
safety,Play with Fire,I don't know. Sometimes the law doesn't make sense.
safety,Play with Fire,But his latest fire killed someone.
safety,Play with Fire,This time they have charged him with murder.
safety,Play with Fire,So maybe he'll go to jail forever?
safety,Play with Fire,I sure hope so.
safety,Play with Fire,Someone should set him on fire.
safety,Play with Fire,That would teach him a good lesson.
safety,Fasten Your Seatbelt,Put your seatbelt on.
safety,Fasten Your Seatbelt,Why?
safety,Fasten Your Seatbelt,Because it will protect you in case of an accident.
safety,Fasten Your Seatbelt,But it's uncomfortable.
safety,Fasten Your Seatbelt,It's the law.
safety,Fasten Your Seatbelt,It's so much trouble.
safety,Fasten Your Seatbelt,It's common sense.
safety,Fasten Your Seatbelt,It's so tight that it's hard for me to breathe.
safety,Fasten Your Seatbelt,Hold your breath till we get there.
safety,Fasten Your Seatbelt,"Okay, my seatbelt is on."
safety,Fasten Your Seatbelt,I'm glad you don't complain very much.
safety,Fasten Your Seatbelt,I'm ready for an accident.
safety,Use the Stepladder,What are you doing?
safety,Use the Stepladder,I'm going to change the light bulb. It burnt out.
safety,Use the Stepladder,What are you standing on?
safety,Use the Stepladder,A couple of dictionaries and some textbooks.
safety,Use the Stepladder,Are you crazy?
safety,Use the Stepladder,What's the matter?
safety,Use the Stepladder,Those books will slip and you'll fall.
safety,Use the Stepladder,It's only a couple of feet.
safety,Use the Stepladder,"What if you fall while you're holding the light bulb, and it breaks and pieces go into your eyes?"
safety,Use the Stepladder,I never thought about that.
safety,Use the Stepladder,You'd be blind for the rest of your life!
safety,Use the Stepladder,I'll get the stepladder.
safety,A Puddle on the Floor,Did you see that puddle of water on the floor?
safety,A Puddle on the Floor,Yes. I called for a clean-up.
safety,A Puddle on the Floor,A puddle of water is very dangerous.
safety,A Puddle on the Floor,It isn't easy to see.
safety,A Puddle on the Floor,But it's real easy to slip on.
safety,A Puddle on the Floor,Especially on these slick floors.
safety,A Puddle on the Floor,Someone who slips could hurt their back.
safety,A Puddle on the Floor,They could even crack their head open.
safety,A Puddle on the Floor,We should stand here till the clean-up person gets here.
safety,A Puddle on the Floor,We can leave if we put an orange cone here.
safety,A Puddle on the Floor,"Yes, but I don't know where the orange cones are."
safety,A Puddle on the Floor,It doesn't matter. Here he comes now with the mop.
safety,The Fire Alarm,What happens when the fire alarm rings?
safety,The Fire Alarm,We tell our students to leave the classroom.
safety,The Fire Alarm,Can they take their belongings?
safety,The Fire Alarm,"Yes, if they do it quickly."
safety,The Fire Alarm,Where do the students go?
safety,The Fire Alarm,They go out to the north parking lot.
safety,The Fire Alarm,What do the teachers do?
safety,The Fire Alarm,We take our rosters to the parking lot and take roll.
safety,The Fire Alarm,Why do you do that?
safety,The Fire Alarm,We want to make sure all the students are out of the building.
safety,The Fire Alarm,"If they are all outside, then what?"
safety,The Fire Alarm,Then we just wait outside for a fireman to tell us to go back in.
safety,Double-Check Everything,I have to go back upstairs.
safety,Double-Check Everything,Why? We're already late.
safety,Double-Check Everything,I have to check the stove.
safety,Double-Check Everything,What's the matter?
safety,Double-Check Everything,Maybe I left the burner on.
safety,Double-Check Everything,"No, you didn't. I checked the stove before we left."
safety,Double-Check Everything,Are you sure?
safety,Double-Check Everything,Of course I'm sure.
safety,Double-Check Everything,"Well, I have to go back upstairs anyway."
safety,Double-Check Everything,It's getting later every minute.
safety,Double-Check Everything,I think I left the water running.
safety,Double-Check Everything,"No, you didn't. Let's go! The only thing running is the clock!"
safety,Guns for All,The city is buying guns.
safety,Guns for All,What are they paying?
safety,Guns for All,"Up to $200 for each gun, no questions asked."
safety,Guns for All,Why are they doing this?
safety,Guns for All,They want to get guns off the street.
safety,Guns for All,Who would turn in a gun for $200?
safety,Guns for All,That isn't a good deal?
safety,Guns for All,A good gun costs $400 or more.
safety,Guns for All,"Well, if you bring your receipt, maybe they'll give you $400."
safety,Guns for All,I'll keep my receipt and my gun.
safety,Guns for All,I didn't know you had a gun.
safety,Guns for All,Everyone in America should have a gun.
safety,Crime Reduction,You're yawning.
safety,Crime Reduction,I sure am.
safety,Crime Reduction,You should go to bed.
safety,Crime Reduction,I will as soon as I finish this article.
safety,Crime Reduction,What are you reading?
